0.15576 0.2 0.2 2 5 1
0.150224 0.189272 0.189272 2 5 1
0.145441 0.180595 0.180595 2 5 1
0.137143 0.166522 0.166522 2 5 1
0.121868 0.142948 0.142948 2 5 1
0.0919247 0.102284 0.102284 2 5 1
0.0482517 0.050681 0.050681 2 5 1
-0.0121521 -0.0120225 -0.0120225 2 5 1
-0.0908948 -0.0847367 -0.0847367 2 5 1
-0.188433 -0.165928 -0.165928 2 5 1
-0.304941 -0.254405 -0.254405 2 5 1
-0.440843 -0.349476 -0.349476 2 5 1
-0.596952 -0.450806 -0.450806 2 5 1
-0.774441 -0.558223 -0.558223 2 5 1
-0.974763 -0.671547 -0.671547 2 5 1
-1.19947 -0.790358 -0.790358 2 5 1
0.15576 0.2 0.2 2 5 1
0.160422 0.209794 0.209794 2 5 1
0.163404 0.216558 0.216558 2 5 1
0.16714 0.225809 0.225809 2 5 1
0.171313 0.237776 0.237776 2 5 1
0.17502 0.251697 0.251697 2 5 1
0.176651 0.261952 0.261952 2 5 1
0.176858 0.26752 0.26752 2 5 1
0.177036 0.26702 0.26702 2 5 1
0.180423 0.258497 0.258497 2 5 1
0.195433 0.239491 0.239491 2 5 1
0.243017 0.209883 0.209883 2 5 1
0.334376 0.18168 0.18168 2 5 1
0.455596 0.160889 0.160889 2 5 1
0.60706 0.144655 0.144655 2 5 1
0.786253 0.131688 0.131688 2 5 1
0.992531 0.12104 0.12104 2 5 1
1.22653 0.112069 0.112069 2 5 1
1.48989 0.104322 0.104322 2 5 1
1.89182 0.0954756 0.0954756 2 5 1
2.34133 0.0880554 0.0880554 2 5 1
2.81757 0.0820302 0.0820302 2 5 1
3.2975 0.0771724 0.0771724 2 5 1
0.268304 0.2 0.2 2 4 1
0.288176 0.193598 0.193598 2 4 1
0.304354 0.189025 0.189025 2 4 1
0.330462 0.182567 0.182567 2 4 1
0.372964 0.173835 0.173835 2 4 1
0.423619 0.165417 0.165417 2 4 1
0.482914 0.157409 0.157409 2 4 1
0.551594 0.149824 0.149824 2 4 1
0.659136 0.140381 0.140381 2 4 1
0.782499 0.131917 0.131917 2 4 1
0.922641 0.124272 0.124272 2 4 1
1.13839 0.115159 0.115159 2 4 1
1.38185 0.107256 0.107256 2 4 1
1.75394 0.0982161 0.0982161 2 4 1
2.17064 0.090624 0.090624 2 4 1
2.64523 0.0840462 0.0840462 2 4 1
3.12398 0.0788156 0.0788156 2 4 1
0.268304 0.2 0.2 2 4 1
0.250567 0.20668 0.20668 2 4 1
0.238744 0.211812 0.211812 2 4 1
0.223439 0.219568 0.219568 2 4 1
0.205902 0.230788 0.230788 2 4 1
0.192894 0.241973 0.241973 2 4 1
0.184295 0.252192 0.252192 2 4 1
0.179392 0.260564 0.260564 2 4 1
0.177246 0.26621 0.26621 2 4 1
0.176813 0.268137 0.268137 2 4 1
0.17686 0.265075 0.265075 2 4 1
0.175716 0.255251 0.255251 2 4 1
0.170748 0.236006 0.236006 2 4 1
0.157296 0.203138 0.203138 2 4 1
0.126682 0.15011 0.15011 2 4 1
0.064821 0.0694465 0.0694465 2 4 1
-0.0405622 -0.039223 -0.039223 2 4 1
-0.189194 -0.166539 -0.166539 2 4 1
-0.375638 -0.304787 -0.304787 2 4 1
-0.596751 -0.450681 -0.450681 2 4 1
-0.851856 -0.602923 -0.602923 2 4 1
-1.14161 -0.760538 -0.760538 2 4 1
1.16153 0.2 0.2 2 6 5
1.14723 0.169662 0.169662 2 6 5
1.13552 0.154312 0.154312 2 6 5
1.11761 0.131627 0.131627 2 6 5
1.09027 0.0984262 0.0984262 2 6 5
1.04816 0.0505085 0.0505085 2 6 5
0.982544 -0.0170866 -0.0170866 2 6 5
0.879187 -0.108829 -0.108829 2 6 5
0.758757 -0.19786 -0.19786 2 6 5
0.618505 -0.283273 -0.283273 2 6 5
0.454614 -0.364619 -0.364619 2 6 5
0.262417 -0.441529 -0.441529 2 6 5
0.037101 -0.513447 -0.513447 2 6 5
-0.225193 -0.579614 -0.579614 2 6 5
-0.526729 -0.639354 -0.639354 2 6 5
-0.868655 -0.69241 -0.69241 2 6 5
-1.25202 -0.739023 -0.739023 2 6 5
1.16153 0.2 0.2 2 6 5
1.18723 0.225118 0.225118 2 6 5
1.19816 0.24143 0.24143 2 6 5
1.21436 0.266305 0.266305 2 6 5
1.23817 0.304339 0.304339 2 6 5
1.27267 0.362992 0.362992 2 6 5
1.3214 0.454409 0.454409 2 6 5
1.38732 0.597854 0.597854 2 6 5
1.45048 0.762985 0.762985 2 6 5
1.50996 0.95077 0.95077 2 6 5
1.56515 1.16233 1.16233 2 6 5
1.6158 1.39894 1.39894 2 6 5
1.66195 1.66215 1.66215 2 6 5
1.70378 1.95408 1.95408 2 6 5
1.75364 2.39416 2.39416 2 6 5
1.79681 2.89156 2.89156 2 6 5
1.83053 3.3899 3.3899 2 6 5
1.85734 3.88887 3.88887 2 6 5
1.87942 4.3882 4.3882 2 6 5
1.89787 4.88774 4.88774 2 6 5
1.91348 5.38742 5.38742 2 6 5
1.92686 5.88718 5.88718 2 6 5
1.93841 6.38701 6.38701 2 6 5
1.94851 6.88688 6.88688 2 6 5
1.95742 7.38678 7.38678 2 6 5
1.96535 7.8867 7.8867 2 6 5
1.97244 8.38663 8.38663 2 6 5
1.97883 8.88658 8.88658 2 6 5
1.98461 9.38654 9.38654 2 6 5
1.98987 9.88651 9.88651 2 6 5
1.99466 10.3865 10.3865 2 6 5
1.99905 10.8865 10.8865 2 6 5
2.00309 11.3864 11.3864 2 6 5
2.00683 11.8864 11.8864 2 6 5
2.01056 12.3864 12.3864 2 6 5
2.01373 12.8864 12.8864 2 6 5
2.01669 13.3864 13.3864 2 6 5
2.01946 13.8864 13.8864 2 6 5
2.02205 14.3864 14.3864 2 6 5
2.02447 14.8864 14.8864 2 6 5
2.02675 15.3863 15.3863 2 6 5
2.0289 15.8863 15.8863 2 6 5
2.03092 16.3863 16.3863 2 6 5
2.03284 16.8863 16.8863 2 6 5
2.03465 17.3863 17.3863 2 6 5
2.03636 17.8863 17.8863 2 6 5
2.03799 18.3863 18.3863 2 6 5
2.03954 18.8863 18.8863 2 6 5
2.04101 19.3863 19.3863 2 6 5
2.04241 19.8863 19.8863 2 6 5
2.04374 20.3863 20.3863 2 6 5
2.04502 20.8863 20.8863 2 6 5
2.04624 21.3863 21.3863 2 6 5
2.0474 21.8863 21.8863 2 6 5
2.04851 22.3863 22.3863 2 6 5
2.04922 22.8863 22.8863 2 6 5
2.05033 23.3863 23.3863 2 6 5
2.05153 23.8863 23.8863 2 6 5
2.05268 24.3863 24.3863 2 6 5
2.05363 24.8863 24.8863 2 6 5
2.05446 25.3863 25.3863 2 6 5
2.05524 25.8863 25.8863 2 6 5
2.056 26.3863 26.3863 2 6 5
2.05675 26.8863 26.8863 2 6 5
2.0576 27.3863 27.3863 2 6 5
2.05833 27.8863 27.8863 2 6 5
2.05902 28.3863 28.3863 2 6 5
2.05968 28.8863 28.8863 2 6 5
2.06033 29.3863 29.3863 2 6 5
2.06096 29.8863 29.8863 2 6 5
2.06154 30.3863 30.3863 2 6 5
2.0622 30.8863 30.8863 2 6 5
2.06279 31.3863 31.3863 2 6 5
2.06336 31.8863 31.8863 2 6 5
2.0639 32.3863 32.3863 2 6 5
2.06443 32.8863 32.8863 2 6 5
2.06493 33.3863 33.3863 2 6 5
2.06543 33.8863 33.8863 2 6 5
2.06591 34.3863 34.3863 2 6 5
2.06635 34.8863 34.8863 2 6 5
2.06685 35.3863 35.3863 2 6 5
2.06731 35.8863 35.8863 2 6 5
2.06775 36.3863 36.3863 2 6 5
2.06817 36.8863 36.8863 2 6 5
2.06858 37.3863 37.3863 2 6 5
2.06898 37.8863 37.8863 2 6 5
2.06937 38.3863 38.3863 2 6 5
2.06974 38.8863 38.8863 2 6 5
2.0701 39.3863 39.3863 2 6 5
2.07049 39.8863 39.8863 2 6 5
2.07086 40.3863 40.3863 2 6 5
2.0712 40.8863 40.8863 2 6 5
2.07154 41.3863 41.3863 2 6 5
2.07186 41.8863 41.8863 2 6 5
2.07218 42.3863 42.3863 2 6 5
2.0725 42.8863 42.8863 2 6 5
2.0728 43.3863 43.3863 2 6 5
2.07315 43.8863 43.8863 2 6 5
2.07343 44.3863 44.3863 2 6 5
2.0737 44.8863 44.8863 2 6 5
2.07398 45.3863 45.3863 2 6 5
2.07424 45.8863 45.8863 2 6 5
2.07453 46.3863 46.3863 2 6 5
2.07479 46.8863 46.8863 2 6 5
2.07505 47.3863 47.3863 2 6 5
2.07531 47.8863 47.8863 2 6 5
2.07556 48.3863 48.3863 2 6 5
2.0758 48.8863 48.8863 2 6 5
2.07604 49.3863 49.3863 2 6 5
2.07627 49.8863 49.8863 2 6 5
2.0765 50.3863 50.3863 2 6 5
2.07671 50.8863 50.8863 2 6 5
2.07695 51.3863 51.3863 2 6 5
